Year,Country,Sector,Expenditure_USD_Million,GDP_Percentage,Expenditure_GDP_Ratio,Spending_Tier,GDP_Contribution,Decade,Growth_Indicator
2002,United States of America,Education,695085.94,6.31796,110000.055,Mega Spender,Significant,2000,Not Calculated
2002,United States of America,Social protection,774139.06,7.03652,110001.69,Mega Spender,Significant,2000,Not Calculated
2002,United States of America,General public services,654548.7,5.9495,109998.94,Mega Spender,Significant,2000,Not Calculated
2002,United States of America,Defence,375051.7,3.40902,109985.19,Mega Spender,Moderate,2000,Not Calculated
2002,United States of America,Public order and safety,237592.55,2.15959,109966.516,Mega Spender,Moderate,2000,Not Calculated
2002,United States of America,"Recreation, culture and religion",36133.04,0.32843,109683.516,Moderate Spender,Minimal,2000,Not Calculated
2003,Australia,Total function,203412.75,36.31748,5600.806,Mega Spender,Critical,2000,Not Calculated
2003,Australia,Health,34097.23,6.08775,5600.038,Moderate Spender,Significant,2000,Not Calculated
2003,Australia,Education,31344.156,5.59621,5599.961,Moderate Spender,Significant,2000,Not Calculated
2003,Australia,Social protection,58197.145,10.39057,5600.419,Major Spender,Critical,2000,Not Calculated
2003,Australia,General public services,21591.992,3.85505,5599.5103,Moderate Spender,Moderate,2000,Not Calculated
2003,Austria,Total function,134470.3,51.38619,2616.806,Mega Spender,Critical,2000,Not Calculated
2003,Austria,Social protection,55004.496,21.0193,2616.7322,Major Spender,Critical,2000,Not Calculated
2003,Austria,General public services,20382.232,7.78882,2616.5217,Moderate Spender,Significant,2000,Not Calculated
2003,Belgium,Total function,162372.77,51.16206,3173.6328,Mega Spender,Critical,2000,Not Calculated
2003,Belgium,Health,21834.902,6.87996,3173.2349,Moderate Spender,Significant,2000,Not Calculated
2003,Belgium,Social protection,55409.1,17.45886,3173.5134,Major Spender,Critical,2000,Not Calculated
2003,Belgium,General public services,32658.41,10.29034,3173.3872,Moderate Spender,Critical,2000,Not Calculated
2003,Brazil,Total function,195800.23,35.07496,5582.1777,Mega Spender,Critical,2000,Not Calculated
2003,Brazil,Health,23073.035,4.13322,5580.989,Moderate Spender,Moderate,2000,Not Calculated
2003,Brazil,Education,26254.828,4.7032,5581.1465,Moderate Spender,Moderate,2000,Not Calculated
2003,Brazil,Social protection,63538.848,11.38213,5581.8433,Major Spender,Critical,2000,Not Calculated
2003,Brazil,General public services,42243.66,7.56738,5581.5986,Moderate Spender,Significant,2000,Not Calculated
2003,"China, Hong Kong SAR",Total function,35551.93,22.02919,1613.7823,Moderate Spender,Critical,2000,Not Calculated
2003,Czechia,Total function,49163.742,49.11931,1000.8842,Moderate Spender,Critical,2000,Not Calculated
2003,Denmark,Total function,116985.766,53.63935,2180.9285,Mega Spender,Critical,2000,Not Calculated
2003,Denmark,Social protection,51770.176,23.73723,2180.8777,Major Spender,Critical,2000,Not Calculated
2003,Egypt,Total function,22741.557,30.70012,740.7403,Moderate Spender,Critical,2000,Not Calculated
2003,Finland,Total function,84693.375,49.45088,1712.6422,Major Spender,Critical,2000,Not Calculated
2003,Finland,Social protection,34916.66,20.38719,1712.5925,Moderate Spender,Critical,2000,Not Calculated
2003,France,Total function,982599.44,53.28827,18438.975,Mega Spender,Critical,2000,Not Calculated
2003,France,Transport,34937.02,1.8947,18429.613,Moderate Spender,Minimal,2000,Not Calculated
2003,France,Housing and community amenities,20861.99,1.13139,18422.973,Moderate Spender,Minimal,2000,Not Calculated
2003,France,Health,139043.36,7.54059,18436.877,Mega Spender,Significant,2000,Not Calculated
2003,France,Education,106283.83,5.76398,18436.115,Mega Spender,Significant,2000,Not Calculated
2003,France,Social protection,392562.44,21.28942,18438.455,Mega Spender,Critical,2000,Not Calculated
2003,France,General public services,137786.64,7.47244,18436.844,Mega Spender,Significant,2000,Not Calculated
2003,France,Defence,34223.258,1.85599,18429.424,Moderate Spender,Minimal,2000,Not Calculated
2003,France,Public order and safety,28763.146,1.55988,18427.52,Moderate Spender,Minimal,2000,Not Calculated
2003,France,"Recreation, culture and religion",24825.576,1.34634,18425.621,Moderate Spender,Minimal,2000,Not Calculated
2003,Germany,Total function,1.2083971e+06,48.41272,24959.809,Mega Spender,Critical,2000,Not Calculated
2003,Germany,Transport,42712.617,1.71122,24945.752,Moderate Spender,Minimal,2000,Not Calculated
2003,Germany,Housing and community amenities,26346.988,1.05555,24936.81,Moderate Spender,Minimal,2000,Not Calculated
2003,Germany,Health,170267.92,6.82154,24956.678,Mega Spender,Significant,2000,Not Calculated
2003,Germany,Education,104343.89,4.18039,24954.355,Mega Spender,Moderate,2000,Not Calculated
2003,Germany,Social protection,526641.1,21.09913,24959.14,Mega Spender,Critical,2000,Not Calculated
2003,Germany,General public services,165306.66,6.62278,24956.545,Mega Spender,Significant,2000,Not Calculated
2003,Germany,Defence,25994.066,1.04142,24936.27,Moderate Spender,Minimal,2000,Not Calculated
2003,Germany,Public order and safety,40446.902,1.62045,24944.895,Moderate Spender,Minimal,2000,Not Calculated
2003,Germany,"Recreation, culture and religion",29700.879,1.18992,24939.441,Moderate Spender,Minimal,2000,Not Calculated
2003,Germany,"General economic, commercial and labour affairs",29700.879,1.18992,24939.441,Moderate Spender,Minimal,2000,Not Calculated
2003,Greece,Total function,94287.875,46.69651,2019.12,Major Spender,Critical,2000,Not Calculated
2003,Greece,Social protection,28928.297,14.32687,2019.0228,Moderate Spender,Critical,2000,Not Calculated
2003,Greece,General public services,20382.379,10.09447,2018.9628,Moderate Spender,Critical,2000,Not Calculated
2003,Hungary,Total function,41893.426,49.12164,852.8334,Moderate Spender,Critical,2000,Not Calculated
2003,Iran (Islamic Republic of),Total function,36854.547,23.75324,1551.4934,Moderate Spender,Critical,2000,Not Calculated
2003,Ireland,Total function,53789.164,32.73815,1642.9614,Major Spender,Critical,2000,Not Calculated
2003,Israel,Total function,60752.523,47.81947,1270.4293,Major Spender,Critical,2000,Not Calculated
2003,Italy,Total function,744234.56,47.28045,15740.52,Mega Spender,Critical,2000,Not Calculated
2003,Italy,Transport,28587.59,1.81614,15732.188,Moderate Spender,Minimal,2000,Not Calculated
2003,Italy,Health,98643.98,6.26675,15738.34,Major Spender,Significant,2000,Not Calculated
2003,Italy,Education,71697.695,4.55488,15737.397,Major Spender,Moderate,2000,Not Calculated
2003,Italy,Social protection,269103.06,17.09584,15739.93,Mega Spender,Critical,2000,Not Calculated
2003,Italy,General public services,154001.83,9.78358,15739.237,Mega Spender,Significant,2000,Not Calculated
2003,Italy,Public order and safety,31029.992,1.9713,15732.896,Moderate Spender,Minimal,2000,Not Calculated
2003,"Korea, Republic of",Total function,218615.97,31.11019,7026.9243,Mega Spender,Critical,2000,Not Calculated
2003,"Korea, Republic of",Education,30167.688,4.29302,7025.512,Moderate Spender,Moderate,2000,Not Calculated
2003,"Korea, Republic of",Social protection,24949.695,3.55047,7025.1743,Moderate Spender,Moderate,2000,Not Calculated
2003,"Korea, Republic of",General public services,31389.695,4.46692,7025.5728,Moderate Spender,Moderate,2000,Not Calculated
2003,Kuwait,Total function,20012.648,41.80276,478.72842,Moderate Spender,Critical,2000,Not Calculated
2003,Malaysia,Total function,29718.422,26.96713,1101.983,Moderate Spender,Critical,2000,Not Calculated
2003,Netherlands (Kingdom of the),Total function,259271.02,44.7969,5787.571,Mega Spender,Critical,2000,Not Calculated
2003,Netherlands (Kingdom of the),Health,31273.191,5.40339,5786.6274,Moderate Spender,Significant,2000,Not Calculated
2003,Netherlands (Kingdom of the),Education,29531.203,5.10241,5786.563,Moderate Spender,Significant,2000,Not Calculated
2003,Netherlands (Kingdom of the),Social protection,90938.51,15.71237,5787.333,Major Spender,Critical,2000,Not Calculated
2003,Netherlands (Kingdom of the),General public services,35717.52,6.17128,5786.7627,Moderate Spender,Significant,2000,Not Calculated
2003,Norway,Total function,110573.45,48.31532,2288.5322,Mega Spender,Critical,2000,Not Calculated
2003,Norway,Social protection,41672.17,18.20875,2288.4539,Moderate Spender,Critical,2000,Not Calculated
2003,Poland,Total function,99364.24,45.61578,2178.2388,Major Spender,Critical,2000,Not Calculated
2003,Poland,Social protection,41129.832,18.88174,2178.1707,Moderate Spender,Critical,2000,Not Calculated
2003,Portugal,Total function,74958.914,45.46938,1648.5219,Major Spender,Critical,2000,Not Calculated
2003,Portugal,Social protection,23801.277,14.43764,1648.4431,Moderate Spender,Critical,2000,Not Calculated
2003,Romania,Total function,19843.633,34.32775,578.04706,Moderate Spender,Critical,2000,Not Calculated
2003,Russian Federation,Total function,165288.55,38.03581,4345.4893,Mega Spender,Critical,2000,Not Calculated
2003,Russian Federation,Social protection,45285.38,10.42096,4345.188,Moderate Spender,Critical,2000,Not Calculated
2003,Russian Federation,General public services,38593.414,8.88102,4345.1167,Moderate Spender,Significant,2000,Not Calculated
2003,South Africa,Total function,59913.156,30.40984,1970.1251,Major Spender,Critical,2000,Not Calculated
2003,Spain,Total function,348251.47,38.4614,9054.336,Mega Spender,Critical,2000,Not Calculated
2003,Spain,Health,46964.65,5.18684,9052.833,Moderate Spender,Significant,2000,Not Calculated
2003,Spain,Education,36509.332,4.03214,9052.335,Moderate Spender,Moderate,2000,Not Calculated
2003,Spain,Social protection,115334.24,12.73768,9053.86,Mega Spender,Critical,2000,Not Calculated
2003,Spain,General public services,50725.758,5.60223,9052.949,Major Spender,Significant,2000,Not Calculated
2003,Sweden,Total function,179825.53,53.78571,3343.3079,Mega Spender,Critical,2000,Not Calculated
2003,Sweden,Health,22249.102,6.65469,3342.8694,Moderate Spender,Significant,2000,Not Calculated
2003,Sweden,Education,22620.594,6.76581,3342.874,Moderate Spender,Significant,2000,Not Calculated
2003,Sweden,Social protection,75883.12,22.69659,3343.2236,Major Spender,Critical,2000,Not Calculated
2003,Sweden,General public services,26785.043,8.01139,3342.953,Moderate Spender,Significant,2000,Not Calculated
2003,"Switzerland, Liechtenstein",Total function,123859.41,33.7977,3664.6206,Mega Spender,Critical,2000,Not Calculated
2003,"Switzerland, Liechtenstein",Education,19968.115,5.44873,3664.056,Moderate Spender,Significant,2000,Not Calculated
2003,"Switzerland, Liechtenstein",Social protection,48239.95,13.16331,3664.4495,Moderate Spender,Critical,2000,Not Calculated
2003,Thailand,Total function,27189.115,17.85461,1522.7212,Moderate Spender,Critical,2000,Not Calculated
2003,United Kingdom,Total function,798938.75,38.84558,20566.514,Mega Spender,Critical,2000,Not Calculated
2003,United Kingdom,Transport,30525.451,1.48419,20553.229,Moderate Spender,Minimal,2000,Not Calculated
2003,United Kingdom,Health,119334.336,5.80221,20563.506,Mega Spender,Significant,2000,Not Calculated
2003,United Kingdom,Education,115613.35,5.62129,20563.39,Mega Spender,Significant,2000,Not Calculated
2003,United Kingdom,Social protection,294135.66,14.30131,20565.605,Mega Spender,Critical,2000,Not Calculated
2003,United Kingdom,General public services,75551.15,3.67341,20561.438,Major Spender,Moderate,2000,Not Calculated
2003,United Kingdom,Defence,46266.566,2.24955,20557.893,Moderate Spender,Moderate,2000,Not Calculated
2003,United Kingdom,Public order and safety,44748.133,2.17572,20557.598,Moderate Spender,Moderate,2000,Not Calculated
2003,United States of America,Total function,4.2695215e+06,37.0222,115320.164,Mega Spender,Critical,2000,Not Calculated
2003,United States of America,Housing and community amenities,69159.48,0.5997,115131.484,Major Spender,Minimal,2000,Not Calculated
2003,United States of America,Health,821226.94,7.12109,115307.016,Mega Spender,Significant,2000,Not Calculated
2003,United States of America,Education,725033.75,6.28697,115304.9,Mega Spender,Significant,2000,Not Calculated
2003,United States of America,Social protection,813020.56,7.04993,115306.85,Mega Spender,Significant,2000,Not Calculated
2003,United States of America,General public services,685221.8,5.94175,115303.83,Mega Spender,Significant,2000,Not Calculated
2003,United States of America,Defence,435328.84,3.77486,115292.64,Mega Spender,Moderate,2000,Not Calculated
2003,United States of America,Public order and safety,244496.72,2.1201,115268.836,Mega Spender,Moderate,2000,Not Calculated
2003,United States of America,"Recreation, culture and religion",36264.17,0.31446,114956.484,Moderate Spender,Minimal,2000,Not Calculated
2004,Australia,Total function,247286.17,36.35404,6801.978,Mega Spender,Critical,2000,Not Calculated
2004,Australia,Health,43474.09,6.39121,6801.105,Moderate Spender,Significant,2000,Not Calculated
2004,Australia,Education,38812.945,5.70597,6800.9727,Moderate Spender,Significant,2000,Not Calculated
2004,Australia,Social protection,68848.56,10.12157,6801.49,Major Spender,Critical,2000,Not Calculated
2004,Australia,General public services,26887.246,3.95275,6800.442,Moderate Spender,Moderate,2000,Not Calculated
2004,Austria,Total function,161898.12,53.80154,3009.1167,Mega Spender,Critical,2000,Not Calculated
2004,Austria,Health,22647.89,7.52628,3008.775,Moderate Spender,Significant,2000,Not Calculated
2004,Austria,Social protection,61983.777,20.59828,3009.0264,Major Spender,Critical,2000,Not Calculated
2004,Austria,General public services,22837.113,7.58917,3008.775,Moderate Spender,Significant,2000,Not Calculated
2004,Belgium,Total function,182092.75,49.40748,3685.4556,Mega Spender,Critical,2000,Not Calculated
2004,Belgium,Health,25449.371,6.90521,3684.9983,Moderate Spender,Significant,2000,Not Calculated
2004,Belgium,Education,20784.363,5.63945,3684.8767,Moderate Spender,Significant,2000,Not Calculated
2004,Belgium,Social protection,63759.945,17.30007,3685.318,Major Spender,Critical,2000,Not Calculated
2004,Belgium,General public services,35165.117,9.5414,3685.1438,Moderate Spender,Significant,2000,Not Calculated
2004,Brazil,Total function,258597.36,38.63761,6692.7188,Mega Spender,Critical,2000,Not Calculated
2004,Brazil,Health,28793.217,4.30206,6691.335,Moderate Spender,Moderate,2000,Not Calculated
2004,Brazil,Education,27586.682,4.12179,6691.2656,Moderate Spender,Moderate,2000,Not Calculated
2004,Brazil,Social protection,78045.664,11.66098,6692.3164,Major Spender,Critical,2000,Not Calculated
2004,Brazil,General public services,76458.1,11.42378,6692.3037,Major Spender,Critical,2000,Not Calculated
2004,"China, Hong Kong SAR",Total function,33309.707,19.69826,1690.9117,Moderate Spender,Critical,2000,Not Calculated
2004,Czechia,Total function,50710.414,42.32405,1198.1182,Major Spender,Critical,2000,Not Calculated
2004,Denmark,Total function,133222.08,52.99738,2513.701,Mega Spender,Critical,2000,Not Calculated
2004,Denmark,Social protection,58941.188,23.44753,2513.641,Major Spender,Critical,2000,Not Calculated
2004,Egypt,Total function,24334.59,30.73038,791.8483,Moderate Spender,Critical,2000,Not Calculated
2004,Finland,Total function,97008.21,49.21139,1971.2152,Major Spender,Critical,2000,Not Calculated
2004,Finland,Social protection,40061.117,20.32264,1971.1587,Moderate Spender,Critical,2000,Not Calculated
2004,France,Total function,1.1230859e+06,52.97865,21198.44,Mega Spender,Critical,2000,Not Calculated
2004,France,Transport,40243.973,1.8984,21187.729,Moderate Spender,Minimal,2000,Not Calculated
